canonical_smiles,pIC50,split
CC(=O)N1CC2CC(Nc3nc(Nc4cnn(C)c4)ncc3Cl)CC2C1,7.43,train
CC(=O)N1CCC(C(=O)N2C[C@H](N(C)c3ncnc4[nH]ccc34)C3(CC3)C2)CC1,5.6,train
CC(=O)N1CCC(CNc2nc(Cc3cnn(C)c3)ncc2C(N)=O)CC1,7.48,train
CC(=O)N1CCC(Cc2cccc3cnc(Nc4cnn(C)c4)nc23)CC1,7.9,train
CC(=O)N1CCC(NC(=O)Nc2cnc3[nH]ccc3n2)CC1,6.65,train
CC(=O)N1CCC(Nc2c(C(N)=O)cnc3[nH]ccc23)CC1,6.19,train
CC(=O)N1CCC(Nc2cccc3cnc(Nc4cnn(C)c4)nc23)CC1,7.5,train
CC(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CC1,10.12,train
CC(=O)N1CCC(Oc2cccc3cnc(Nc4cnn(C)c4)nc23)CC1,7.3,train
CC(=O)N1CCC(c2ccc(Nc3ncc4ccn(-c5cccc(NS(=O)(=O)C(C)(C)C)c5)c4n3)cc2)CC1,6.34,train
CC(=O)N1CCC(c2ccc(Nc3ncc4ccn(-c5cccc(NS(=O)(=O)C6CC6)c5)c4n3)cc2)CC1,6.85,train
CC(=O)N1CCC(c2nc3cnc4[nH]ccc4c3n2[C@H]2CC[C@H](CC#N)CC2)CC1,6.9,val
CC(=O)N1CCC2(CCC(Nc3nc(Nc4cnn(C)c4)ncc3Cl)CC2)CC1,8.4,train
CC(=O)N1CCCC(NC(=O)Nc2cnc3[nH]ccc3n2)C1,7.04,train
CC(=O)N1CCCC(Nc2nc(C)ccc2-c2cnc3[nH]cc(Cl)c3n2)C1,9.83,train
CC(=O)N1CCCC(Nc2nc(C)ccc2-c2cnc3[nH]ccc3n2)C1,10.06,train
CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,10.72,train
CC(=O)N1CCC[C@@H](Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,10.64,train
CC(=O)N1CCC[C@H](Nc2ncccc2-c2cnc3[nH]ncc3n2)C1,8.0,train
CC(=O)N1CCC[C@H](Nc2ncccc2-c2cnc3cc[nH]c3n2)C1,8.0,train
CC(=O)N1CCC[C@H](Nc2ncccc2-c2cnc3ccn(C)c3n2)C1,8.0,train
CC(=O)N1CCN(C(=O)c2ccc(-c3cccc4nc(NC(=O)C5CC5)nn34)cc2)CC1,6.12,train
CC(=O)N1CCN(C2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)CC1,6.65,test
CC(=O)N1CCN(Cc2ccc(-c3cccc4nc(NC(=O)C5CC5)nn34)cc2)CC1,6.07,train
CC(=O)N1CCN(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)CC1,5.89,test
CC(=O)N1CCN(S(=O)(=O)c2ccc(Nc3nn([C@H]4CCCC[C@@H]4C#N)cc3C(N)=O)cc2)CC1,9.0,train
CC(=O)N1CCN(c2cc(Nc3ncc(C)c(Nc4cccc(CO)c4)n3)cc(S(C)(=O)=O)c2)CC1,6.46,train
CC(=O)N1CCN(c2ccc(Nc3ncc(C)c(N4CCC5(CCNC5=O)CC4)n3)cc2)CC1,7.28,train
CC(=O)N1CCN(c2ccc(Nc3ncc4ccn(-c5cccc(NS(=O)(=O)C(C)(C)C)c5)c4n3)cc2)CC1,7.35,train
CC(=O)N1CCN(c2ccc(Nc3ncc4ccn(-c5cccc(NS(=O)(=O)C6CC6)c5)c4n3)cc2)CC1,4.6,train
CC(=O)N1CCN(c2ccc(Nc3ncnc(-c4ccc(OC5CCOCC5)c(C#N)c4)n3)cc2)CC1,6.65,train
CC(=O)N1CCN(c2ccc3cc2COCC=CCOCc2cccc(c2)-c2ccnc(n2)N3)CC1,6.92,train
CC(=O)N1CC[C@@H](Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,10.03,train
CC(=O)N1CC[C@H](Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,10.4,train
CC(=O)N1CC[C@H](Oc2ccc(-c3ncnc(Nc4ccc(C5CCNCC5)cc4)n3)cc2C#N)C(F)(F)C1,6.51,train
CC(=O)N1CC[C@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)[C@H](F)C1,6.35,train
CC(=O)N1CC[C@H](Oc2ccc(-c3ncnc(Nc4ccc(S(C)(=N)=O)cc4)n3)cc2C#N)C(F)(F)C1,6.5,train
CC(=O)N1CC[C@H]2CC(N(C)c3ncnc4[nH]ccc34)C[C@H]2C1,7.8,train
CC(=O)N1CCc2[nH]c(-c3n[nH]c4nc(-c5cc(F)c(O)cc5CC(F)(F)F)nc(NCc5cc(O)ccc5N(C)S(C)(=O)=O)c34)nc2C1,7.84,train
CC(=O)N1CCc2cc(Nc3ncc(C)c(-c4cnn(C(C)C)c4)n3)ccc21,8.22,train
CC(=O)N1Cc2ccc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)cc2C1,6.04,test
CC(=O)NC1CC(CC#N)(n2ccc(-c3nc(-c4cc[nH]n4)cc4ncccc34)n2)C1,5.46,train
CC(=O)NC1CCCN(C(=O)c2ccc(-c3cccc4nc(NC(=O)C5CC5)nn34)cc2)C1,6.12,train
CC(=O)NC1CCN(C(=O)Cc2ccc(-c3cccc4nc(NC(=O)C5CC5)nn34)cc2)CC1,6.12,test
CC(=O)NC1CN(C(=O)c2ccc(-c3cccc4nc(NC(=O)C5CC5)nn34)cc2)C1,6.12,train
CC(=O)NCC(=O)N1C[C@H](N(C)c2ncnc3[nH]ccc23)C2(CC2)C1,4.8,train
CC(=O)NCC1CCCN(S(=O)(=O)C[C@H]2CC[C@H](N(C)c3ncnc4[nH]ccc34)CC2)C1,7.82,train
CC(=O)NCc1cc(Nc2nn([C@H]3CCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)ccc1S(=O)(=O)N(C)C,6.1,val
CC(=O)NCc1ccc2c(c1)[nH]c1c(C(N)=O)ccc(-c3cccc(-n4c(=O)cc5c(F)cccn5c4=O)c3C)c12,6.37,val
CC(=O)N[C@@H](C)C(=O)N1CC[C@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)[C@H](F)C1,6.32,train
CC(=O)N[C@@H]1CCN(C[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)C1,7.24,train
CC(=O)N[C@@H]1CCc2ccc(Oc3cnc4[nH]cc(C(=O)NC(C)C)c4n3)cc21,6.0,train
CC(=O)N[C@@H]1CCc2ccc(Oc3cnc4[nH]cc(C(=O)N[C@@H](C(=O)N5CC(C#N)C5)C(C)(C)C)c4n3)cc21,6.35,train
CC(=O)N[C@@H]1CCc2ccc(Oc3cnc4[nH]cc(C(=O)N[C@@H](C(=O)N5CC(C#N)C5)C5CC5)c4n3)cc21,6.02,train
CC(=O)N[C@@H]1CCc2ccc(Oc3cnc4[nH]cc(C(=O)N[C@@H](C)C5CC5)c4n3)cc21,6.26,train
CC(=O)N[C@@H]1CCc2ccc(Oc3cnc4[nH]cc(C(=O)N[C@H](C)C(=O)N5CC(C#N)C5)c4n3)cc21,5.87,train
CC(=O)N[C@@H]1CCc2ccc(Oc3cnc4[nH]cc(C(=O)N[C@H](C)C5CC5)c4n3)cc21,5.75,train
CC(=O)N[C@H]1CCN(C[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)C1,6.64,train
CC(=O)N[C@H]1CCc2ccc(Oc3cnc4[nH]cc(C(=O)NC(C)C)c4n3)cc21,5.77,train
CC(=O)Nc1cc(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CN(S(C)(=O)=O)C4)n3)n2)cnc1C,5.18,val
CC(=O)Nc1cc(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CN(S(C)(=O)=O)C4)n3)n2)cnc1NC(C)=O,5.1,val
CC(=O)Nc1ccc(-c2ccnc(NCC3CN(C(=O)c4c(Cl)cccc4Cl)C3)n2)cc1,5.3,train
CC(=O)Nc1ccc(-c2ccnc(NCCCNC(=O)c3c(Cl)cccc3Cl)n2)cc1,6.035,train
CC(=O)Nc1ccc(-c2ccnc(NCc3ccc(OCCCCCC(=O)NO)cc3)n2)cc1,8.59,train
CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCCCC4)cc3)n2)cc1,8.54,train
CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)cc1,8.1,train
CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,6.635,train
CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(NC(=O)CCCCC(=O)NO)cc3)n2)cc1.O=C(O)C(F)(F)F,7.23,test
CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(NC(=O)CCCCCCC(=O)NO)cc3)n2)cc1.Cl,9.05,test
CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(OCCCCCC(=O)NO)cc3)n2)cc1.Cl,7.48,test
CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(OCCCCCCC(=O)NO)cc3)n2)cc1.Cl,7.64,test
CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(OCCCCCCCC(=O)NO)cc3)n2)cc1.Cl,7.34,test
CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(N4CCCCC4)c3)n2)cc1,6.9399999999999995,test
CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)cc1,6.970000000000001,test
CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(NC(=O)CCCCC(=O)NO)c3)n2)cc1.O=C(O)C(F)(F)F,8.59,test
CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(NC(=O)CCCCCCC(=O)NO)c3)n2)cc1.Cl,8.04,test
CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(NC(=O)c4c(Cl)cccc4Cl)c3)n2)cc1,6.3,train
CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(NC(=O)c4c(Cl)cccc4Cl)n3)n2)cc1,6.89,train
CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(NC(=O)c4ccccc4)c3)n2)cc1,7.96,train
CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(NC(=O)c4ccccc4Cl)c3)n2)cc1,8.16,train
CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(OCCCCCC(=O)NO)c3)n2)cc1,8.47,test
CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(OCCCCCCC(=O)NO)c3)n2)cc1,8.44,test
CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(OCCCCCCCC(=O)NO)c3)n2)cc1.Cl,7.77,test
CC(=O)Nc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,6.779999999999999,test
CC(=O)Nc1ccc(-c2nc(Nc3ccc(N4CCOCC4)cc3)ncc2C(F)(F)F)cc1,6.485,train
CC(=O)Nc1ccc(-c2nc(Nc3ccc(N4CCOCC4)cc3)ncc2C)cc1,6.945,train
CC(=O)Nc1ccc(-c2nc(Nc3ccc(N4CCOCC4)cc3)ncc2F)cc1,6.775,train
CC(=O)Nc1ccc(-c2nc(Nc3ccc(OCCCCCC(=O)NO)cc3)ncc2C)cc1,7.59,test
CC(=O)Nc1ccc(-c2nc(Nc3cccc(OCCCCCCC(=O)NO)c3)ncc2C)cc1,8.41,test
CC(=O)Nc1ccc(-c2nc(Nc3cccc(OCCCCCCCC(=O)NO)c3)ncc2C)cc1,8.53,test
CC(=O)Nc1ccc(-c2ncnc3c2cc(C(=O)NCCCN2CCOCC2)n3C)cc1,6.23,test
CC(=O)Nc1ccc(-c2ncnc3c2cc(C(=O)NCCN2CCCC2)n3C)cc1,6.09,train
CC(=O)Nc1ccc(-c2ncnc3c2cc(C(=O)OCc2ccccc2)n3C)cc1,6.13,train
CC(=O)Nc1ccc(-c2ncnc3c2cc(C(N)=O)n3C)cc1,6.74,train
CC(=O)Nc1ccc(CN2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)CC2)cc1,6.89,train
CC(=O)Nc1ccc(COc2ccc(-c3cccc4nc(NC(=O)C5CC5)nn34)cc2)cc1,6.52,train
CC(=O)Nc1ccc(Sc2cccn3nc(Nc4ccc(C5CCN(C(=O)OC(C)(C)C)CC5)cc4)nc23)cc1,5.0,train
CC(=O)Nc1cccc(-c2cc(-c3cnn(C4(CC#N)CC(C#N)C4)n3)c3cccnc3c2)n1,7.145,val
CC(=O)Nc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)N5CCN(C)CC5)ccc4c3c2)c1,7.57,train
CC(=O)Nc1cccc(-c2ccc(C(N)=O)c3[nH]c4cc(C(=O)N5CCN(C)CC5)ccc4c23)c1C,6.67,test
CC(=O)Nc1cccc(Nc2nc3c(-c4ccc(S(C)(=O)=O)cc4)cccn3n2)c1,8.46,train
CC(=O)OC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,7.295,train
CC(=O)SC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,7.995000000000001,train
CC(=O)c1ccc(NC(=O)N2CCN(c3ccnc(Nc4ccc(N5CCN(C)CC5)cc4)n3)CC2)cc1,7.86,train
CC(=O)c1ccc(NC(=O)N2CCN(c3ccnc(Nc4ccc(N5CCOCC5)cc4)n3)CC2)cc1,8.055,train
CC(=O)c1ccc(NC(=O)N2CCN(c3ccnc(Nc4ccc(N5CCSCC5)cc4)n3)CC2)cc1,7.53,train
CC(=O)c1ccc(NC(=O)N2CCN(c3ccnc(Nc4ccc(OCCCN5CCCC5)cc4)n3)CC2)cc1,7.19,train
CC(=O)c1ccc(NC(=O)N2CCN(c3nc(Nc4ccc(N5CCOCC5)cc4)ncc3Cl)CC2)cc1,8.74,train
CC(=O)c1ccc(Nc2nn(C3(CC#N)CCN(C(=O)OC(C)(C)C)CC3)cc2C(N)=O)cc1,8.52,train
CC(=O)c1ccc(Nc2nn([C@H]3CCCC[C@@H]3C#N)cc2C(N)=O)cc1,8.7,train
CC(=O)c1ccc(Nc2nn([C@H]3CC[C@@H](N4CCC4)C[C@@H]3C#N)cc2C(N)=O)cc1,7.75,test
CC(=O)c1ccc(Nc2nn([C@H]3CC[C@H](N4CCC4)C[C@@H]3C#N)cc2C(N)=O)cc1,8.05,test
CC(=O)c1cccc(NC(=O)N2CC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)C2)c1,7.07,train
CC(=O)c1cnc(-c2cnc3[nH]ccc3c2N[C@@H]2CCCN(C(=O)CC#N)C2)o1,7.26,train
CC(C#N)=C1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,7.26,train
CC(C#N)C1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(S(C)(=O)=O)CC2)C1,7.52,train
CC(C#N)C1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(C(=O)OC(C)(C)C)CC1,6.79,train
CC(C#N)OC(=O)N1CCC(CC#N)(n2nc(Nc3ccc(S(=O)(=O)N(C)C)cc3)c3c(=O)[nH]ccc32)CC1,10.0,val
CC(C#N)[C@H]1CC[C@@H](c2nnn3cnc4[nH]ccc4c23)CC1,6.47,train
CC(C#N)[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,8.17,train
CC(C(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CC1)C(F)(F)F,7.89,train
CC(C)(C#N)C(=O)N1CC2(CCC(c3cccc4nc(NC(=O)C5CC5)nn34)CC2)C1,6.68,train
CC(C)(C#N)C1CCN(c2nc(Nc3ccc(N4CCC(CC(=O)O)CC4)cc3)c3c(=O)[nH]ncc3n2)CC1,7.52,train
CC(C)(C#N)CNC(=O)Cc1nc2cnc3[nH]ccc3c2n1C1CCC(CC#N)CC1,8.25,train
CC(C)(C#N)CNC(=O)Cc1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CC#N)CC1,7.705,train
CC(C)(C#N)COC(=O)N1CC[C@@H](C#N)[C@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C1,7.39,train
CC(C)(C#N)COC(=O)N1CC[C@@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@H](C#N)C1,6.39,train
CC(C)(C#N)N1CCN(CCOc2ccc(Nc3nc(N4CCCCCC4)nc4cn[nH]c(=O)c34)cc2)CC1,7.52,val
CC(C)(C#N)NC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,6.26,train
CC(C)(C#N)NC(=O)c1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12,8.89,train
CC(C)(C#N)NC(=O)c1cnn2ccc(N3CCC[C@@H]3c3cncc(F)c3)nc12,7.22,train
CC(C)(C#N)c1ccc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)[C@@H]3CC3(F)F)n2)cn1,6.72,train
CC(C)(C(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CC1)C(F)(F)F,7.55,train
CC(C)(C(=O)NCC(F)(F)F)c1ccc(Nc2nn([C@H]3CCCC[C@@H]3C#N)cc2C(N)=O)cc1,9.18,train
CC(C)(C(=O)O)N1CCN(c2ccc(Nc3nc(N4CCC(CC#N)CC4)nc(C=N)c3C(N)=O)cc2)CC1,7.52,train
CC(C)(C(=O)O)N1Cc2cc(Nc3nn([C@@H](CC#N)C4CC4)c4cc[nH]c(=O)c34)ccc2C1=O,6.27,train
CC(C)(C(=O)O)c1ccc(Nc2nn([C@@H]3CCCC[C@H]3C#N)cc2C(N)=O)cc1,8.15,train
CC(C)(C(=O)O)c1ccc(Nc2nn([C@H]3CCC(N4CC5(CCC5)C4)C[C@@H]3C#N)cc2C(N)=O)cc1,7.1,train
CC(C)(C(=O)O)c1ccc(Nc2nn([C@H]3CCC(N4CCC4)C[C@@H]3C#N)cc2C(N)=O)cc1,7.01,test
CC(C)(C(=O)O)c1ccc(Nc2nn([C@H]3CCCC[C@@H]3C#N)cc2C(N)=O)cc1,7.14,train
CC(C)(C(=O)O)c1ccc(Nc2nn([C@H]3CC[C@@H](N4CCC4)C[C@@H]3C#N)cc2C(N)=O)cc1,6.89,test
CC(C)(C)/C(O)=C/c1nc2cc(Cl)ccc2oc1=O,5.02,train
CC(C)(C)C(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,6.24,train
CC(C)(C)C(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)CC1,7.04,train
CC(C)(C)C(=O)Nc1cc(CN2CCC(N3CC(CC#N)(n4cc(-c5ncnc6[nH]ccc56)cn4)C3)CC2)ccn1,7.52,train
CC(C)(C)C(=O)Nc1ncccc1CN1CCC(N2CC(CC#N)(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)CC1,7.9,train
CC(C)(C)C/C(=N/O)NCc1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CC#N)CC1,7.53,train
CC(C)(C)C1CCN(C(=O)c2ccc(-c3cccc4nc(NC(=O)C5CC5)nn34)cc2)CC1,6.12,train
CC(C)(C)CC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CC1,7.36,train
CC(C)(C)CC(C)(C)NC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,5.83,train
CC(C)(C)CCOC(=O)N1CC[C@@H](C#N)[C@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C1,6.93,train
CC(C)(C)CNC(=O)Cc1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CC#N)CC1,8.27,train
CC(C)(C)CNC(c1ccc(Nc2nn([C@H]3COCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1)C(F)(F)F,5.779999999999999,val
CC(C)(C)CNc1c(C(N)=O)cnn2cc(-c3ccccc3)cc12,6.96,test
CC(C)(C)CNc1nc2cc[nH]c(=O)c2cc1-c1ccc(F)cc1,4.54,train
CC(C)(C)COC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,6.43,train
CC(C)(C)COC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)CC1,6.6,train
CC(C)(C)COC(=O)N1CC[C@@H](C#N)[C@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C1,6.84,train
CC(C)(C)COC(=O)N1CC[C@@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@H](C#N)C1,5.875,train
CC(C)(C)COC(=O)NCc1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CC#N)CC1,7.18,train
CC(C)(C)CS(=O)(=O)N1CCC[C@H](NC(=O)Nc2cnc3[nH]ccc3n2)C1,7.8,train
CC(C)(C)CS(=O)(=O)N1CCC[C@H](Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,9.115,train
CC(C)(C)N1CCN(Cc2ccc3c(c2)[nH]c2c(C(N)=O)cc(-c4cccc(Cl)c4)nc23)CC1,9.0,train
CC(C)(C)N1Cc2cc(Nc3nn(C4(CC#N)CCCC4)c4cc[nH]c(=O)c34)ccc2S1(=O)=O,9.29,val
CC(C)(C)N1Cc2cc(Nc3nn(C4(CC#N)CCCCC4)c4cc[nH]c(=O)c34)ccc2S1(=O)=O,8.92,train
CC(C)(C)N1Cc2cc(Nc3nn(C4(CC#N)CCOCC4)c4cc[nH]c(=O)c34)ccc2S1(=O)=O,9.11,train
CC(C)(C)N1Cc2cc(Nc3nn([C@@H](CC#N)C4CC4)c4cc[nH]c(=O)c34)ccc2C1=O,5.88,train
CC(C)(C)N1Cc2cc(Nc3nn([C@@H](CC#N)C4CC4)c4cc[nH]c(=O)c34)ccc2S1(=O)=O,6.55,test
CC(C)(C)N1Cc2cc(Nc3nn([C@@H]4CCCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2S1(=O)=O,5.66,train
CC(C)(C)N1Cc2cc(Nc3nn([C@@H]4CCCCC[C@H]4C#N)c4cc[nH]c(=O)c34)ccc2S1(=O)=O,6.51,train
CC(C)(C)N1Cc2cc(Nc3nn([C@@]4(CC#N)CCOC4)c4cc[nH]c(=O)c34)ccc2S1(=O)=O,8.65,val
CC(C)(C)N1Cc2cc(Nc3nn([C@@]4(CC#N)CCOC[C@H]4F)c4cc[nH]c(=O)c34)ccc2C1=O,8.63,test
CC(C)(C)N1Cc2cc(Nc3nn([C@@]4(CC#N)CCOC[C@H]4F)c4cc[nH]c(=O)c34)ccc2S1(=O)=O,8.48,train
CC(C)(C)N1Cc2cc(Nc3nn([C@H]4CCCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2S1(=O)=O,5.07,train
CC(C)(C)N1Cc2cc(Nc3nn([C@H]4CCCCC[C@H]4C#N)c4cc[nH]c(=O)c34)ccc2S1(=O)=O,5.52,train
CC(C)(C)N1Cc2cc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2C1=O,6.32,test
CC(C)(C)N1Cc2cc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2S1(=O)=O,6.72,train
CC(C)(C)N1Cc2cc(Nc3nn([C@H]4CCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2S1(=O)=O,6.55,val
CC(C)(C)N1Cc2cc(Nc3nn([C@H]4COCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2S1(=O)=O,6.82,train
CC(C)(C)N1Cc2cc(Nc3nn([C@]4(CC#N)CCCOC4)c4cc[nH]c(=O)c34)ccc2S1(=O)=O,9.77,train
CC(C)(C)N1Cc2cc(Nc3nn([C@]4(CC#N)CCOC4)c4cc[nH]c(=O)c34)ccc2S1(=O)=O,8.02,val
CC(C)(C)N1Cc2cc(Nc3nn([C@]4(CC#N)CCOC[C@@H]4F)c4cc[nH]c(=O)c34)ccc2C1=O,10.3,test
CC(C)(C)N1Cc2cc(Nc3nn([C@]4(CC#N)CCOC[C@@H]4F)c4cc[nH]c(=O)c34)ccc2S1(=O)=O,10.22,train
CC(C)(C)N1Cc2cc(Nc3nn([C@]4(CC#N)CC[C@@H](N5CC(F)C5)CC4)c4cc[nH]c(=O)c34)ccc2S1(=O)=O,9.68,train
CC(C)(C)N1Cc2cc(Nc3nn([C@]4(CC#N)CC[C@H](N5CC(F)C5)CC4)c4cc[nH]c(=O)c34)ccc2S1(=O)=O,8.16,train
CC(C)(C)NC(=O)Nc1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,5.41,train
CC(C)(C)NC(=O)[C@@H]1CC[C@@H](n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)[C@H](C#N)C1,6.37,train
CC(C)(C)NC(=O)[C@@H]1CC[C@@](CC#N)(n2nc(Nc3ccc4c(c3)CN(C(C)(C)C)S4(=O)=O)c3c(=O)[nH]ccc32)CO1,8.71,train
CC(C)(C)NC(=O)c1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,5.71,train
CC(C)(C)NC(=O)c1cnc(N)c2cc(-c3ccc(N4CCOCC4)cc3)sc12,5.93,train
CC(C)(C)NC(=O)c1cncc(Nc2nn([C@H]3CCCC[C@@H]3C#N)cc2C(N)=O)c1,6.54,train
CC(C)(C)NC(=O)c1cnn2ccc(N3CC(F)(F)C[C@@H]3c3cccc(F)c3)nc12,7.77,train
CC(C)(C)NC(=O)c1cnn2ccc(N3CCCC3c3cc(F)cnc3CO)nc12,6.06,train
CC(C)(C)NC(=O)c1cnn2ccc(N3CCC[C@@H]3c3cc(F)c[nH]c3=O)nc12,7.71,train
CC(C)(C)NC(=O)c1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12,9.15,train
CC(C)(C)NC(=O)c1cnn2ccc(N3CCC[C@@H]3c3cc(F)cnc3CO)nc12,7.4,train
CC(C)(C)NC(=O)c1cnn2ccc(N3CCC[C@@H]3c3cccc(F)c3)nc12,8.68,train
CC(C)(C)NC(=O)c1cnn2ccc(N3CCC[C@@H]3c3cncc(F)c3)nc12,7.98,train
CC(C)(C)NC(=O)c1cnn2ccc(N3C[C@H](O)C[C@@H]3c3cccc(F)c3)nc12,7.32,train
CC(C)(C)NC(c1ccc(Nc2nn([C@@H](CC#N)C3CC3)c3cc[nH]c(=O)c23)cc1)C(F)(F)F,6.23,train
CC(C)(C)NC(c1ccc(Nc2nn([C@@H](CC#N)C3CC3)c3cc[nH]c(=O)c23)cc1Cl)C(F)(F)F,5.24,train
CC(C)(C)NC(c1ccc(Nc2nn([C@@H](CC#N)C3CC3)c3cc[nH]c(=O)c23)cc1F)C(F)(F)F,5.555,train
CC(C)(C)NC(c1ccc(Nc2nn([C@H]3COCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1)C(F)(F)F,6.949999999999999,val
CC(C)(C)NC(c1ccc(Nc2nn([C@]3(CC#N)CCCOC3)c3cc[nH]c(=O)c23)cc1)C(F)(F)F,9.594999999999999,val
CC(C)(C)NC(c1ccc(Nc2nn([C@]3(CC#N)CC[C@@H](C(=O)OC(C)(C)C)OC3)c3cc[nH]c(=O)c23)cc1)C(F)(F)F,9.129999999999999,val
CC(C)(C)NC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,7.35,train
CC(C)(C)NCc1cc(C(=O)N2CCC(N3CC(CC#N)(n4cc(-c5ncnc6[nH]ccc56)cn4)C3)CC2)nc(C(F)(F)F)n1,7.71,train
