canonical_smiles,pIC50,split
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(Cc2cccnc2F)CC1,8.22,train
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(Cc2cccnn2)CC1,6.84,train
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(Cc2ccco2)CC1,7.6,train
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(Cc2ccn[nH]2)CC1,7.41,train
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(Cc2ccnc3[nH]ccc23)CC1,7.14,val
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(Cc2ccon2)CC1,7.33,train
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(Cc2cn[nH]c2)CC1,7.16,train
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(Cc2cncc(F)c2)CC1,8.3,train
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(Cc2cnccn2)CC1,7.55,train
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(Cc2cnn3ccccc23)CC1,6.3,train
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(Cc2cocn2)CC1,6.93,train
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(Cc2cscn2)CC1,6.68,train
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(Cc2nc3ccccc3[nH]2)CC1,6.19,test
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(Cc2ncco2)CC1,7.14,train
N#CCC1(n2cc(C(N)=O)c(Nc3cncc(Cl)c3)n2)CCN(C(=O)OCC(F)(F)F)CC1,7.82,train
N#CCC1(n2cc(C(N)=O)c(Nc3cncc(F)c3)n2)CCN(C(=O)CC(F)(F)F)CC1,7.46,train
N#CCC1(n2cc(C(N)=O)c(Nc3cncc(F)c3)n2)CCN(C(=O)OCC(F)(F)F)CC1,7.68,train
N#CCC1(n2cc(C(N)=O)c(Nc3cncc(F)c3)n2)CCN(C(=O)OCC(F)F)CC1,7.72,train
N#CCC1(n2ccc(-c3nc(-c4c[nH]nc4N)cc4ncccc34)n2)CC(C#N)C1,7.8500000000000005,train
N#CCC1(n2ccc(-c3nc(-c4cc(CO)[nH]n4)cc4ncccc34)n2)CC(C#N)C1,7.47,train
N#CCC1(n2ccc(-c3nc(-c4cc(CO)no4)cc4ncccc34)n2)CC(C#N)C1,7.0,train
N#CCC1(n2ccc(-c3nc(-c4cc(N)[nH]n4)cc4ncccc34)n2)CC(C#N)C1,7.68,train
N#CCC1(n2ccc(-c3nc(-c4cc(N)cnn4)cc4ncccc34)n2)CC(C#N)C1,5.42,val
N#CCC1(n2ccc(-c3nc(-c4cc5n(n4)CCNC5)cc4ncccc34)n2)CC(C#N)C1,7.005000000000001,train
N#CCC1(n2ccc(-c3nc(-c4cc[nH]n4)cc4ncccc34)n2)CC(C(N)=O)C1,5.414999999999999,train
N#CCC1(n2ccc(-c3nc(-c4cc[nH]n4)cc4ncccc34)n2)CC2(COC2)C1,5.55,train
N#CCC1(n2ccc(-c3nc(-c4cc[nH]n4)cc4ncccc34)n2)CN(CC(F)(F)F)C1,6.37,train
N#CCC1(n2ccc(-c3nc(-c4ccc(=O)[nH]c4)cc4ncccc34)n2)CN(S(=O)(=O)C2CC2)C1,6.01,train
N#CCC1(n2ccc(-c3nc(-c4ccc(N)c(C(N)=O)n4)cc4ncccc34)n2)CC(C#N)C1,5.98,val
N#CCC1(n2ccc(-c3nc(-c4ccc(N)cn4)cc4ncccc34)n2)CC(C#N)C1,6.22,val
N#CCC1(n2ccc(-c3nc(-c4ccc(N)nc4)cc4ncccc34)n2)CC(C#N)C1,7.07,val
N#CCC1(n2ccc(-c3nc(-c4ccc(N)nc4)cc4ncccc34)n2)CN(CC(F)(F)F)C1,6.08,val
N#CCC1(n2ccc(-c3nc(-c4ccc(O)nc4)cc4ncccc34)n2)CN(C2CC(F)(F)C2)C1,5.68,train
N#CCC1(n2ccc(-c3nc(-c4ccc(O)nc4)cc4ncccc34)n2)CN(CC(F)(F)F)C1,6.4,val
N#CCC1(n2ccc(-c3nc(-c4ccc(S(N)(=O)=O)nc4)cc4ncccc34)n2)CC(C#N)C1,6.965,val
N#CCC1(n2ccc(-c3nc(-c4ccc5nncn5c4)cc4ncccc34)n2)CN(CC(F)(F)F)C1,5.89,train
N#CCC1(n2ccc(-c3nc(-c4cccc(C(N)=O)n4)cc4ncccc34)n2)CC(C#N)C1,6.33,val
N#CCC1(n2ccc(-c3nc(-c4cccc(CO)n4)cc4ncccc34)n2)CC(C#N)C1,6.05,val
N#CCC1(n2ccc(-c3nc(-c4cccc(O)n4)cc4ncccc34)n2)CC(C#N)C1,6.78,val
N#CCC1(n2ccc(-c3nc(-c4cccnc4)cc4ncccc34)n2)CN(CC(F)(F)F)C1,6.01,val
N#CCC1(n2ccc(-c3nc(-c4ccn(C5COC5)n4)cc4ncccc34)n2)CN(CC(F)(F)F)C1,5.63,train
N#CCC1(n2ccc(-c3nc(-c4ccn[nH]4)cc4ncccc34)n2)CC(C#N)C1,6.96,train
N#CCC1(n2ccc(-c3nc(-c4ccn[nH]4)cc4ncccc34)n2)CC(CO)C1,5.6899999999999995,train
N#CCC1(n2ccc(-c3nc(-c4ccn[nH]4)cc4ncccc34)n2)CN(S(=O)(=O)C2CC2)C1,6.09,train
N#CCC1(n2ccc(-c3nc(-c4ccn[nH]4)cc4ncccc34)n2)CN(S(=O)(=O)C2COC2)C1,6.73,train
N#CCC1(n2ccc(-c3nc(-c4ccnc(C(N)=O)c4)cc4ncccc34)n2)CC(C#N)C1,6.93,val
N#CCC1(n2ccc(-c3nc(-c4ccnc(C(N)=O)c4)cc4ncccc34)n2)CN(CC(F)(F)F)C1,5.66,val
N#CCC1(n2ccc(-c3nc(-c4ccnc(C(N)=O)n4)cc4ncccc34)n2)CC(C#N)C1,6.14,val
N#CCC1(n2ccc(-c3nc(-c4ccnc(CO)c4)cc4ncccc34)n2)CC(C#N)C1,7.34,val
N#CCC1(n2ccc(-c3nc(-c4ccnc(N)c4)cc4ncccc34)n2)CC(C#N)C1,7.1,val
N#CCC1(n2ccc(-c3nc(-c4ccnc(N)c4)cc4ncccc34)n2)CN(CC(F)(F)F)C1,6.16,val
N#CCC1(n2ccc(-c3nc(-c4ccncc4)cc4ncccc34)n2)CN(CC(F)(F)F)C1,6.41,val
N#CCC1(n2ccc(-c3nc(-c4ccncc4F)cc4ncccc34)n2)CN(CC(F)(F)F)C1,5.01,val
N#CCC1(n2ccc(-c3nc(-c4ccnnc4)cc4ncccc34)n2)CN(CC(F)(F)F)C1,5.21,val
N#CCC1(n2ccc(-c3nc(-c4cn(C5COC5)cn4)cc4ncccc34)n2)CN(CC(F)(F)F)C1,5.86,train
N#CCC1(n2ccc(-c3nc(-c4cn[nH]c4)cc4ncccc34)n2)CC(C#N)C1,7.050000000000001,train
N#CCC1(n2ccc(-c3nc(-c4cn[nH]c4)cc4ncccc34)n2)CC(c2ccn[nH]2)C1,6.99,train
N#CCC1(n2ccc(-c3nc(-c4cn[nH]c4)cc4ncccc34)n2)CN(CC(F)(F)F)C1,6.57,train
N#CCC1(n2ccc(-c3nc(-c4cn[nH]c4CO)cc4ncccc34)n2)CC(C#N)C1,7.23,train
N#CCC1(n2ccc(-c3nc(-c4cn[nH]n4)cc4ncccc34)n2)CN(CC(F)(F)F)C1,5.47,train
N#CCC1(n2ccc(-c3nc(-c4cnc5c(c4)CCC5)cc4ncccc34)n2)CN(CC(F)(F)F)C1,5.24,train
N#CCC1(n2ccc(-c3nc(-c4cnc5cc[nH]c5c4)cc4ncccc34)n2)CN(CC(F)(F)F)C1,6.18,train
N#CCC1(n2ccc(-c3nc(-c4cncc(F)c4)cc4ncccc34)n2)CN(CC(F)(F)F)C1,5.17,val
N#CCC1(n2ccc(-c3nc(-c4cnn(C5CCCCO5)n4)cc4ncccc34)n2)CN(CC(F)(F)F)C1,5.56,train
N#CCC1(n2ccc(-c3nc(-c4cnn(C5CCNCC5)c4)cc4ncccc34)n2)CN(CC(F)(F)F)C1,7.27,train
N#CCC1(n2ccc(-c3nc(-c4cnn(C5CNC5)c4)cc4ncccc34)n2)CN(CC(F)(F)F)C1,6.49,train
N#CCC1(n2ccc(-c3nc(-c4cnn(C5COC5)c4)cc4ncccc34)n2)CN(CC(F)(F)F)C1,7.09,train
N#CCC1(n2ccc(-c3nc(-c4cnn(CCO)c4)cc4ncccc34)n2)CC(C#N)C1,7.3100000000000005,train
N#CCC1(n2ccc(-c3nc(-c4cnnc(N)c4)cc4ncccc34)n2)CC(C#N)C1,6.15,val
N#CCC1(n2ccc(-c3nc(-c4nc(CO)cs4)cc4ncccc34)n2)CC(C#N)C1,6.09,train
N#CCC1(n2ccc(-c3nc(-c4ncc[nH]4)cc4ncccc34)n2)CN(CC(F)(F)F)C1,5.59,train
N#CCC1(n2ccc(-c3nc(Oc4cccc(N)n4)cc4ncccc34)n2)CC(C#N)C1,5.48,test
N#CCC1(n2ccc(-c3ncnc4[nH]ccc34)c2)CN(C2CCN(C(=O)Nc3ccc(Cl)cc3C#N)CC2)C1,7.71,train
N#CCC1(n2ccc(-c3ncnc4[nH]ccc34)c2)CN(C2CCN(C(=O)Nc3ccc(F)cc3C(F)(F)F)CC2)C1,7.359999999999999,train
N#CCC1(n2ccc(-c3ncnc4[nH]ccc34)c2)CN(C2CCN(C(=O)Nc3ccc(F)cc3Cl)CC2)C1,7.71,train
N#CCC1(n2ccc(-c3ncnc4[nH]ccc34)c2)CN(C2CCN(C(=O)Nc3ccc(F)cc3F)CC2)C1,7.52,train
N#CCC1(n2ccc(-c3ncnc4[nH]ccc34)c2)CN(C2CCN(C(=O)Nc3ccccc3C#N)CC2)C1,7.12,train
N#CCC1(n2ccc(-c3ncnc4[nH]ccc34)c2)CN(C2CCN(C(=O)Nc3cnccc3C(F)(F)F)CC2)C1,7.12,train
N#CCC1(n2ccc(-c3ncnc4[nH]ccc34)c2)CN(C2CCN(C(=O)Nc3ncccc3F)CC2)C1,7.71,train
N#CCC1(n2ccc(-c3ncnc4[nH]ccc34)c2)CN(C2CCN(C(=O)c3c(F)cc(C#N)cc3F)CC2)C1,7.359999999999999,train
N#CCC1(n2ccc(-c3ncnc4[nH]ccc34)c2)CN(C2CCN(C(=O)c3cc(F)cc(C#N)c3)CC2)C1,7.359999999999999,train
N#CCC1(n2ccc(-c3ncnc4[nH]ccc34)c2)CN(C2CCN(C(=O)c3cc(F)cc(C(F)(F)F)c3)CC2)C1,7.71,train
N#CCC1(n2ccc(-c3ncnc4[nH]ccc34)c2)CN(C2CCN(C(=O)c3cc(F)ccc3C(F)(F)F)CC2)C1,7.359999999999999,train
N#CCC1(n2ccc(-c3ncnc4[nH]ccc34)c2)CN(C2CCN(C(=O)c3cc(OC(F)(F)F)ccc3F)CC2)C1,7.9,train
N#CCC1(n2ccc(-c3ncnc4[nH]ccc34)c2)CN(C2CCN(C(=O)c3ccc(C#N)cc3F)CC2)C1,7.359999999999999,train
N#CCC1(n2ccc(-c3ncnc4[nH]ccc34)c2)CN(C2CCN(C(=O)c3ccc(C(F)(F)F)c(F)c3)CC2)C1,7.359999999999999,train
N#CCC1(n2ccc(-c3ncnc4[nH]ccc34)c2)CN(C2CCN(C(=O)c3ccc(C(F)(F)F)cc3F)CC2)C1,7.71,train
N#CCC1(n2ccc(-c3ncnc4[nH]ccc34)c2)CN(C2CCN(C(=O)c3ccc(F)c(C(F)(F)F)c3)CC2)C1,7.71,train
N#CCC1(n2ccc(-c3ncnc4[nH]ccc34)c2)CN(C2CCN(C(=O)c3ccc(F)c(F)c3)CC2)C1,7.71,train
N#CCC1(n2ccc(-c3ncnc4[nH]ccc34)c2)CN(C2CCN(C(=O)c3ccc(O)c(C(F)(F)F)c3)CC2)C1,7.71,train
N#CCC1(n2ccc(-c3ncnc4[nH]ccc34)c2)CN(C2CCN(C(=O)c3cccc(C#N)c3)CC2)C1,7.359999999999999,train
N#CCC1(n2ccc(-c3ncnc4[nH]ccc34)c2)CN(C2CCN(C(=O)c3cccc(C(F)(F)F)c3)CC2)C1,7.71,train
N#CCC1(n2ccc(-c3ncnc4[nH]ccc34)c2)CN(C2CCN(C(=O)c3cccc(OC(F)(F)F)c3F)CC2)C1,7.71,train
N#CCC1(n2ccc(-c3ncnc4[nH]ccc34)c2)CN(C2CCN(C(=O)c3cccs3)CC2)C1,7.71,train
N#CCC1(n2ccc(-c3ncnc4[nH]ccc34)c2)CN(C2CCN(C(=O)c3ccnc(C(F)(F)F)n3)CC2)C1,7.359999999999999,train
N#CCC1(n2ccc(-c3ncnc4[nH]ccc34)c2)CN(C2CCN(C(=O)c3cnc(C(F)(F)F)cn3)CC2)C1,7.71,train
N#CCC1(n2ccc(-c3ncnc4[nH]ccc34)c2)CN(C2CCN(C(=O)c3nc(C(F)(F)F)cs3)CC2)C1,7.71,train
N#CCC1(n2ccc(-c3ncnc4[nH]ccc34)c2)CN(N(C(=O)N2CCCCC2)c2ccc(F)cc2F)C1,7.9,train
N#CCC1(n2ccc(-c3ncnc4[nH]ccc34)c2)CN(N(C(=O)N2CCCCC2)c2ccccc2C#N)C1,7.6,train
N#CCC1(n2nc(Nc3ccc(C#N)cc3)c3c(=O)[nH]ccc32)CCCC1,8.43,train
N#CCC1(n2nc(Nc3ccc(C(F)(F)F)cc3)c3c(=O)[nH]ccc32)CCC(O)CC1,7.07,val
N#CCC1(n2nc(Nc3ccc(C(F)(F)F)cc3)c3c(=O)[nH]ccc32)CCC2(CC1)OCCO2,7.67,test
N#CCC1(n2nc(Nc3ccc(C(N)C(F)(F)F)cc3)c3c(=O)[nH]ccc32)CCCC1,8.785,train
N#CCC1(n2nc(Nc3ccc(C(N)C(F)F)cc3)c3c(=O)[nH]ccc32)CCCCC1,6.29,val
N#CCC1(n2nc(Nc3ccc(Cl)cc3)c3c(=O)[nH]ccc32)CCC(O)CC1,7.42,val
N#CCC1(n2nc(Nc3ccc(F)cc3)c3c(=O)[nH]ccc32)CCN(C(=O)C2CC2)CC1,8.72,train
N#CCC1(n2nc(Nc3ccc(S(=O)(=O)C(F)F)cc3)c3c(=O)[nH]ccc32)CCN(c2ccc(C#N)cn2)CC1,9.59,train
N#CCC1(n2nc(Nc3ccc(S(=O)(=O)N4CCC4)cc3)c3c(=O)[nH]ccc32)CCCC1,9.17,train
N#CCC1(n2nc(Nc3ccc([C@@H](O)C(F)(F)F)cc3)c3c(=O)[nH]ccc32)CCN(c2cc(C(F)(F)F)ccn2)CC1,8.32,train
N#CCC1(n2nc(Nc3ccc([C@H](O)C(F)(F)F)cc3)c3c(=O)[nH]ccc32)CCN(c2cc(C(F)(F)F)ccn2)CC1,8.42,train
N#CCC1(n2nc(Nc3ccc4c(c3)CN(CC(F)(F)F)C4=O)c3c(=O)[nH]ccc32)CCCC1,8.82,train
N#CCC1(n2nc(Nc3ccc4c(c3)COC4=O)c3c(=O)[nH]ccc32)CCCC1,8.57,train
N#CCC1(n2ncc(-c3cc(-c4c[nH]nc4CO)cc4ncccc34)n2)CC(C#N)C1,6.470000000000001,train
N#CCC1(n2ncc(-c3cc(-c4cc(CO)[nH]n4)cc4ncccc34)n2)CC(C#N)C1,6.88,train
N#CCC1(n2ncc(-c3cc(-c4cc(CO)ns4)cc4ncccc34)n2)CC(C#N)C1,5.73,train
N#CCC1(n2ncc(-c3cc(-c4cc(N)[nH]n4)cc4ncccc34)n2)CC(C#N)C1,7.14,train
N#CCC1(n2ncc(-c3cc(-c4cc(N)ncn4)cc4ncccc34)n2)CC(C#N)C1,6.11,val
N#CCC1(n2ncc(-c3cc(-c4cc5c(cn4)CCN5)cc4ncccc34)n2)CC(C#N)C1,6.09,train
N#CCC1(n2ncc(-c3cc(-c4cc[nH]c(=O)c4)cc4ncccc34)n2)CC(C#N)C1,6.225,train
N#CCC1(n2ncc(-c3cc(-c4cc[nH]n4)cc4ncccc34)n2)CC(C#N)C1,7.15,train
N#CCC1(n2ncc(-c3cc(-c4cc[nH]n4)cc4ncccc34)n2)CN(CC(F)(F)F)C1,6.22,train
N#CCC1(n2ncc(-c3cc(-c4cc[nH]n4)cc4ncccc34)n2)CN(CC2(F)CC2)C1,5.61,train
N#CCC1(n2ncc(-c3cc(-c4cc[nH]n4)cc4ncccc34)n2)CN(S(=O)(=O)C2CC2)C1,6.6,train
N#CCC1(n2ncc(-c3cc(-c4cc[nH]n4)cc4ncccc34)n2)CN(S(N)(=O)=O)C1,6.91,train
N#CCC1(n2ncc(-c3cc(-c4ccc(-c5nnn[nH]5)cc4)cc4ncccc34)n2)CC(C#N)C1,6.8,test
N#CCC1(n2ncc(-c3cc(-c4ccc(C(=O)O)cc4)cc4ncccc34)n2)CC(C#N)C1,6.35,val
N#CCC1(n2ncc(-c3cc(-c4ccc(C(N)=O)cc4)cc4ncccc34)n2)CC(C#N)C1,6.535,val
N#CCC1(n2ncc(-c3cc(-c4ccc(C(N)=O)cn4)cc4ncccc34)n2)CC(C#N)C1,6.5649999999999995,val
N#CCC1(n2ncc(-c3cc(-c4ccc(F)cn4)cc4ncccc34)n2)CC(C#N)C1,6.5,val
N#CCC1(n2ncc(-c3cc(-c4ccc(N)cn4)cc4ncccc34)n2)CC(C#N)C1,6.805,val
N#CCC1(n2ncc(-c3cc(-c4ccc(N)nc4)cc4ncccc34)n2)CC(C#N)C1,6.405,val
N#CCC1(n2ncc(-c3cc(-c4ccc(N)nn4)cc4ncccc34)n2)CC(C#N)C1,6.8,val
N#CCC1(n2ncc(-c3cc(-c4ccc(OCCN)cc4)cc4ncccc34)n2)CC(C#N)C1,6.09,val
N#CCC1(n2ncc(-c3cc(-c4cccc(C(=O)O)n4)cc4ncccc34)n2)CC(C#N)C1,6.125,val
N#CCC1(n2ncc(-c3cc(-c4cccc(C(N)=O)c4)cc4ncccc34)n2)CC(C#N)C1,6.375,val
N#CCC1(n2ncc(-c3cc(-c4cccc(C(N)=O)n4)cc4ncccc34)n2)CC(C#N)C1,7.3,val
N#CCC1(n2ncc(-c3cc(-c4cccc(N)n4)cc4ncccc34)n2)CC(C#N)C1,6.605,val
N#CCC1(n2ncc(-c3cc(-c4cccc5c4NC(=O)C5)cc4ncccc34)n2)CC(C#N)C1,5.19,test
N#CCC1(n2ncc(-c3cc(-c4ccccn4)cc4ncccc34)n2)CC(C#N)C1,6.91,val
N#CCC1(n2ncc(-c3cc(-c4ccn[nH]4)cc4ncccc34)n2)CN(S(=O)(=O)C2COC2)C1,6.71,train
N#CCC1(n2ncc(-c3cc(-c4ccnc(N)c4)cc4ncccc34)n2)CC(C#N)C1,5.89,val
N#CCC1(n2ncc(-c3cc(-c4cn5ccnc5c(N)n4)cc4ncccc34)n2)CC(C#N)C1,6.74,train
N#CCC1(n2ncc(-c3cc(-c4cn[nH]c4)cc4ncccc34)n2)CC(C#N)C1,6.995,train
N#CCC1(n2ncc(-c3cc(-c4cn[nH]c4N)cc4ncccc34)n2)CC(C#N)C1,6.695,train
N#CCC1(n2ncc(-c3cc(-c4cnc(CO)s4)cc4ncccc34)n2)CC(C#N)C1,6.0,train
N#CCC1(n2ncc(-c3cc(-c4cnc(N)cn4)cc4ncccc34)n2)CC(C#N)C1,5.98,val
N#CCC1(n2ncc(-c3cc(-c4cnc(N)nc4)cc4ncccc34)n2)CC(C#N)C1,5.28,val
N#CCC1(n2ncc(-c3cc(-c4cnc5[nH]ccc5n4)cc4ncccc34)n2)CC(C#N)C1,5.64,train
N#CCC1(n2ncc(-c3cc(-c4cnc5c(N)nccn45)cc4ncccc34)n2)CC(C#N)C1,5.83,test
N#CCC1(n2ncc(-c3cc(-c4cnc5cccnn45)cc4ncccc34)n2)CC(C#N)C1,6.45,test
N#CCC1(n2ncc(-c3cc(-c4cnc5ncccn45)cc4ncccc34)n2)CC(C#N)C1,5.8149999999999995,test
N#CCC1(n2ncc(-c3cc(-c4cncc(N)n4)cc4ncccc34)n2)CC(C#N)C1,5.4399999999999995,val
N#CCC1(n2ncc(-c3cc(-c4cnccn4)cc4ncccc34)n2)CC(C#N)C1,5.51,val
N#CCC1(n2ncc(-c3cc(-c4cncnc4)cc4ncccc34)n2)CC(C#N)C1,5.01,val
N#CCC1(n2ncc(-c3cc(-c4cnn(CCO)c4)cc4ncccc34)n2)CC(C#N)C1,7.3149999999999995,train
N#CCC1(n2ncc(-c3cc(-c4cnn5cccnc45)cc4ncccc34)n2)CC(C#N)C1,6.234999999999999,test
N#CCC1(n2ncc(-c3cc(-c4nc(CO)cs4)cc4ncccc34)n2)CC(C#N)C1,6.61,train
N#CCC1(n2ncc(-c3cc(-c4ncc(CO)s4)cc4ncccc34)n2)CC(C#N)C1,6.18,train
N#CCC12CCC(NC(=O)Cc3nc4cnc5[nH]ccc5c4n3[C@H]3CC[C@H](CC#N)CC3)(CC1)C2,8.364999999999998,train
N#CCC12CCC(n3c(CC(=O)N4CCCCC4)nc4cnc5[nH]ccc5c43)(CC1)CC2,6.31,train
N#CCC12CCC(n3c(CC(=O)NCC4CCCCC4)nc4cnc5[nH]ccc5c43)(CC1)CC2,6.36,train
N#CCC12CCC(n3c(CC(=O)Nc4ccccc4)nc4cnc5[nH]ccc5c43)(CC1)CC2,6.7,train
N#CCC12CCC(n3c(CC(N)=O)nc4cnc5[nH]ccc5c43)(CC1)CC2,6.68,train
N#CCC1CC(CC#N)(n2cc(-c3nc(-c4cn[nH]c4)cc4ncccc34)cn2)C1,7.24,train
N#CCC1CC(CC#N)(n2ccc(-c3nc(-c4ccn[nH]4)cc4ncccc34)n2)C1,6.359999999999999,train
N#CCC1CC(CC#N)(n2ccc(-c3nc(-c4cn[nH]c4)cc4ncccc34)n2)C1,6.545,train
N#CCC1CCC(n2c(-c3c[nH]cn3)nc3cnc4[nH]ccc4c32)CC1,9.0,train
N#CCC1CCC(n2c(CC(=O)NC34CCC(CC#N)(CC3)C4)nc3cnc4[nH]ccc4c32)CC1,8.19,train
N#CCC1CCC(n2c(CC(=O)NC3CCOCC3)nc3cnc4[nH]ccc4c32)CC1,8.68,train
N#CCC1CCC(n2c(CC(=O)NCC3(O)CC3)nc3cnc4[nH]ccc4c32)CC1,8.03,train
N#CCC1CCC(n2c(CC(=O)NCC3(O)CCC3)nc3cnc4[nH]ccc4c32)CC1,8.15,train
N#CCC1CCC(n2c(CC(=O)NCC3CC3)nc3cnc4[nH]ccc4c32)CC1,8.21,train
N#CCC1CCC(n2c(CC(=O)Nc3cc[nH]n3)nc3cnc4[nH]ccc4c32)CC1,8.8,train
N#CCC1CCN(c2ccc(Nc3nc(N4CCC(CC#N)CC4)nc4cn[nH]c(=O)c34)cn2)CC1,7.52,train
N#CCC1CCN(c2nc(C=N)c(C(N)=O)c(Nc3ccc(CCN4CCN(CCO)CC4)cc3)n2)CC1,7.52,val
N#CCC1CCN(c2nc(C=N)c(C(N)=O)c(Nc3ccc(N4CCC(CCCO)CC4)cc3)n2)CC1,7.52,train
N#CCC1CCN(c2nc(C=N)c(C(N)=O)c(Nc3ccc(N4CCC(O)CC4)cc3)n2)CC1,7.52,train
N#CCC1CCN(c2nc(C=N)c(C(N)=O)c(Nc3ccc(N4CCC5(CC4)CC5CO)cc3)n2)CC1,7.52,train
N#CCC1CCN(c2nc(C=N)c(C(N)=O)c(Nc3ccc(N4CCN(CCCO)CC4)cc3)n2)CC1,7.52,train
N#CCC1CCN(c2nc(C=N)c(C(N)=O)c(Nc3ccc(N4CCN(CCN)CC4)cc3)n2)CC1,7.52,train
N#CCC1CCN(c2nc(C=N)c(C(N)=O)c(Nc3ccc(N4CCNCC4)nc3)n2)CC1,7.12,train
N#CCC1CCN(c2nc(C=N)c(C(N)=O)c(Nc3ccc(OCCN)cc3)n2)CC1,7.52,test
N#CCC1CCN(c2nc(C=N)c(C(N)=O)c(Nc3ccc(OCCN4CCC(CO)CC4)cc3)n2)CC1,7.52,train
N#CCC1CCN(c2nc(Nc3ccc(-c4nn[nH]n4)cc3)c3c(=O)[nH]ncc3n2)CC1,7.52,train
N#CCC1CCN(c2nc(Nc3ccc(CCC(=O)O)cc3)c3c(=O)[nH]ncc3n2)CC1,7.52,train
N#CCC1CCN(c2nc(Nc3ccc(CCCF)cc3)c3c(=O)[nH]ncc3n2)CC1,7.52,train
N#CCC1CCN(c2nc(Nc3ccc(CCCN4CCNCC4)cc3)c3c(=O)[nH]ncc3n2)CC1,7.52,train
N#CCC1CCN(c2nc(Nc3ccc(CCCO)cc3)c3c(=O)[nH]ncc3n2)CC1,7.52,train
N#CCC1CCN(c2nc(Nc3ccc(CCO)cc3)c3c(=O)[nH]ncc3n2)CC1,7.52,train
N#CCC1CCN(c2nc(Nc3ccc(N4CCC(CC(=O)O)CC4)nc3)c3c(=O)[nH]ncc3n2)CC1,7.52,train
N#CCC1CCN(c2nc(Nc3ccc(N4CCC(CCC(=O)O)CC4)cc3)c3c(=O)[nH]ncc3n2)CC1,7.52,train
N#CCC1CCN(c2nc(Nc3ccc(N4CCC(CCF)CC4)cc3)c3c(=O)[nH]ncc3n2)CC1,7.52,train
N#CCC1CCN(c2nc(Nc3ccc(N4CCC(F)CC4)cc3)c3c(=O)[nH]ncc3n2)CC1,7.52,train
N#CCC1CCN(c2nc(Nc3ccc(N4CCC(O)CC4)cc3)c3c(=O)[nH]ncc3n2)CC1,8.4,train
N#CCC1CCN(c2nc(Nc3ccc(N4CCC5(CC4)CC5C(=O)O)nc3)c3c(=O)[nH]ncc3n2)CC1,7.52,val
N#CCC1CCN(c2nc(Nc3ccc(N4CCCC(CC(=O)O)C4)nc3)c3c(=O)[nH]ncc3n2)CC1,7.52,train
N#CCC1CCN(c2nc(Nc3ccc(N4CCCC(CCO)C4)cc3)c3c(=O)[nH]ncc3n2)CC1,7.52,train
N#CCC1CCN(c2nc(Nc3ccc(N4CCCC(O)C4)nc3)c3c(=O)[nH]ncc3n2)CC1,7.52,train
N#CCC1CCN(c2nc(Nc3ccc(N4CCN(CCF)CC4)cc3)c3c(=O)[nH]ncc3n2)CC1,7.52,train
N#CCC1CCN(c2nc(Nc3ccc(OC4CCN(CCO)CC4)cc3)c3c(=O)[nH]ncc3n2)CC1,7.52,train
N#CCC1CCN(c2nc(Nc3ccc(OCCC4CCNCC4)cc3)c3c(=O)[nH]ncc3n2)CC1,7.52,train
N#CCC1CCN(c2nc(Nc3ccc(OCCCO)cc3)c3c(=O)[nH]ncc3n2)CC1,7.52,train
N#CCC1CCN(c2nc(Nc3ccc(OCCO)cc3)c3c(=O)[nH]ncc3n2)CC1,7.52,train
N#CCC1CCN(c2nc(Nc3ccc4[nH]c(=O)[nH]c4c3)c3c(=O)[nH]ncc3n2)CC1,7.52,train
N#CCC1CCN(c2nc(Nc3ccc4[nH]nnc4c3)c3c(=O)[nH]ncc3n2)CC1,7.52,test
N#CCCC(=O)N1CC[C@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)[C@H](F)C1,6.16,train
N#CCCC(=O)NCc1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CC#N)CC1,7.13,train
N#CCCCN1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)CC1,6.5,train
N#CCCCN1CN([C@H]2CC[C@H](CNCC(F)(F)F)CC2)c2c(cnc3[nH]ccc23)C1=O,7.44,train
N#CCCCn1cc(-n2c(C3CCC3)cc3cnc4[nH]ccc4c32)cn1,7.029999999999999,train
