smiles,pic50,scaffold,n_measurements
C=C(C)C(=O)Nc1cccc(-c2ncnc3[nH]cc(-c4cccc(C)c4)c23)c1,5.825068406471558,c1ccc(-c2c[nH]c3ncnc(-c4ccccc4)c23)cc1,1
C=C(C)C(=O)Nc1cccc(-c2ncnc3[nH]cc(-c4cccc(F)c4)c23)c1,5.825068406471558,c1ccc(-c2c[nH]c3ncnc(-c4ccccc4)c23)cc1,1
C=C(C)C(=O)Nc1cccc(-c2ncnc3[nH]cc(-c4cccc(F)c4Cl)c23)c1,5.825068406471558,c1ccc(-c2c[nH]c3ncnc(-c4ccccc4)c23)cc1,1
C=C(C)C(=O)Nc1cccc(-c2ncnc3[nH]cc(-c4ccccc4C)c23)c1,5.825068406471558,c1ccc(-c2c[nH]c3ncnc(-c4ccccc4)c23)cc1,1
C=C(C)C(=O)Nc1cccc(-c2ncnc3[nH]cc(-c4ccccc4F)c23)c1,5.825068406471558,c1ccc(-c2c[nH]c3ncnc(-c4ccccc4)c23)cc1,1
C=C(C)C(=O)Nc1cccc(-c2ncnc3[nH]cc(-c4cccnc4)c23)c1,5.825068406471558,c1ccc(-c2ncnc3[nH]cc(-c4cccnc4)c23)cc1,1
C=C(C)C(=O)Nc1cccc(-c2ncnc3[nH]cc(-c4cnc(C)s4)c23)c1,5.825068406471558,c1ccc(-c2ncnc3[nH]cc(-c4cncs4)c23)cc1,1
C=C(C)C(=O)Nc1cccc(-c2ncnc3[nH]cc(-c4cnc[nH]4)c23)c1,5.825068406471558,c1ccc(-c2ncnc3[nH]cc(-c4cnc[nH]4)c23)cc1,1
C=C(C)C(=O)Nc1cccc(-c2ncnc3[nH]cc(-c4cnco4)c23)c1,5.825068406471558,c1ccc(-c2ncnc3[nH]cc(-c4cnco4)c23)cc1,1
C=C(C)C(=O)Nc1cccc(-c2ncnc3[nH]cc(-c4cncs4)c23)c1,6.301029995663981,c1ccc(-c2ncnc3[nH]cc(-c4cncs4)c23)cc1,1
C=C(C)C(=O)Nc1cccc(-c2ncnc3[nH]cc(-c4ncco4)c23)c1,5.825068406471558,c1ccc(-c2ncnc3[nH]cc(-c4ncco4)c23)cc1,1
C=C(C)C(=O)Nc1cccc(-c2ncnc3[nH]cc(-c4nnc(C)o4)c23)c1,5.825068406471558,c1ccc(-c2ncnc3[nH]cc(-c4nnco4)c23)cc1,2
C=C(C)C(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OC)c23)c1,5.825068406471558,c1ccc(-c2ncnc3[nH]ccc23)cc1,1
C=C(C)C(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,5.8274033455383005,c1ccc(-c2ncnc3[nH]ccc23)cc1,2
C=C(C)C(=O)Nc1cccc(-c2ncnc3[nH]cc(C4=CCOCC4)c23)c1,5.825068406471558,C1=C(c2c[nH]c3ncnc(-c4ccccc4)c23)CCOC1,1
C=C(C)C(=O)Nc1cccc(-c2ncnc3[nH]cc(C4CCOCC4)c23)c1,5.825068406471558,c1ccc(-c2ncnc3[nH]cc(C4CCOCC4)c23)cc1,1
C=C(C)C(=O)Nc1cncc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,5.825068406471558,c1cncc(-c2ncnc3[nH]ccc23)c1,1
C=C(C)C(=O)n1ccc2ccc(-c3ncnc4[nH]cc(C(=O)OCC)c34)cc21,5.825068406471558,c1nc(-c2ccc3cc[nH]c3c2)c2cc[nH]c2n1,1
C=C(C)CCCNc1nc(Nc2cnn(C(C)(C)C)c2)ncc1C(N)=O,8.522878745280337,c1cnc(Nc2cn[nH]c2)nc1,1
C=C(C)CCNc1nc(Nc2cnn(C(C)(C)C)c2)ncc1C(N)=O,8.823908740944319,c1cnc(Nc2cn[nH]c2)nc1,1
C=C(C)CNc1nc(Nc2cnn(C(C)(C)C)c2)ncc1C(N)=O,8.55284196865778,c1cnc(Nc2cn[nH]c2)nc1,1
C=C(C)CNc1nc(Nc2cnn(C3CCOCC3)c2)ncc1C(N)=O,8.698970004336019,c1cnc(Nc2cnn(C3CCOCC3)c2)nc1,1
C=C(C)Cn1nc(C)c(-c2ncnc3[nH]ccc23)n1,7.17134010346468,c1nc(-c2cn[nH]n2)c2cc[nH]c2n1,1
C=C(CC)C(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,5.825068406471558,c1ccc(-c2ncnc3[nH]ccc23)cc1,1
C=C(CF)C(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,5.825068406471558,c1ccc(-c2ncnc3[nH]ccc23)cc1,1
C=C(CN)C(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,5.825068406471558,c1ccc(-c2ncnc3[nH]ccc23)cc1,1
C=C(CN1CCOCC1)C(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,5.825068406471558,C=C(CN1CCOCC1)C(=O)Nc1cccc(-c2ncnc3[nH]ccc23)c1,1
C=C(CNC(C)=O)C(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,5.825068406471558,c1ccc(-c2ncnc3[nH]ccc23)cc1,1
C=C(CNS(C)(=O)=O)C(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,5.825068406471558,c1ccc(-c2ncnc3[nH]ccc23)cc1,1
